,lugares,labels,Quotes,order,Position,LAT_google,LON_google,LON_geopy,LAT_geopy,address,,,,
274,earth,LOC,"But between the Vatican burnings and the booklet’s low permanence rating, the booklet has disappeared off the face of the earth",342,41,37.2321077,-95.7243335,2.214495016,40.2678399,"Mar Balear, España",,,,
867,Netherlands,GPE,"“And it’shere?”
“Confiscated from the Netherlands by the Vatican shortly after Galile n
o’s death",343,343,52.132633,5.291266,114.160234,22.317798,"奧運 Olympic, 櫻桃街 Cherry Street, 大角咀 Tai Kok Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 000000, 中国",,,,
374,Vatican,FAC,"“And it’shere?”
“Confiscated from the Netherlands by the Vatican shortly after Galile n
o’s death",344,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
868,Illumina,LOC," 
It had something to do with the number you kept seeing in Illumina tters?
ti le 503?”
Langdon smiled",345,345,32.8710841,-117.1989292,0.7105077,51.2474823,"Kent, South East, England, United Kingdom",,,,
532,Vittoria,GPE,Now Langdon turned to Vittoria,346,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
869,distingu,GPE,"They were used by ancient scientists to distingu 
lile 
ish between the three Ga 
an documents most commonly confused",347,347,41.6627078,-91.5549771,2.880430533,39.6134018,"Illes Balears, España",,,,
375,Vatican,FAC,"If this segno, this clue, this advertisement about the Path of Illumination was really in Galileo’s Diagramma,ee it when th 
why didn’t the Vatican s 
ey repossessed all the copies?”
“They may have seen it and not noticed",348,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
376,Vatican,FAC,".”
“The wrong people being the Vatican?”
“Not that they are wrong, per se, but the church has always downplayed the Illuminati threat",349,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
377,Vatican,FAC,"In the early 1900s the Vatican went so far as to say the Illuminati were a figment of overactive im 
nd perhaps rightly so, that the last thing
aginations",350,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
378,Vatican,FAC," 
“So you think the Vatican would have buried any evidence corroborating the Illuminati threat?”
“Quite possibly",351,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
379,Vatican,FAC," 
“The longest and most expensive legal proceeding in Vatican history",352,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
380,Vatican,FAC,"The Vatican, it seemed, took their archives a bit more seriously than m n
ost",353,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
870,"La 
 
ter",FAC," 
The door buzzed behind him, and La 
ter",354,354,39.0715811,-94.5158504,11.7154493,48.819219,"Marching, Neustadt an der Donau, Landkreis Kelheim, Bayern, 85104, Deutschland",,,,
381,Vatican,FAC,Something’s going on inside the Vatican,355,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
328,Galileo Galilei,FAC,"  DIAGRAMMA DELLA VERITA Galileo Galilei, 1639 
Langdon dropped to his knees, his heart pounding",356,63,40.4552551,-79.9212929,10.4234469,51.0834196,Deutschland,,,,
871,Cambridge,GPE,"As his excitement mounted, Langdon feared at any moment he might awake back in Cambridge with a pile of test papers to gr 
pened the bag",357,357,52.2042666,0.1149085,0.1235817,52.2034823,"Cambridge, Cambridgeshire, East of England, England, United Kingdom",,,,
382,Vatican,FAC,The Vatican exalted the perfection of thecircleand insisted heavenly motion must be only circular,358,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
143,Rome,GPE," “Merda, as we say in Rome",359,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
533,Vittoria,GPE,".” Using his spatula, he cut the stack like a deck of cards and lay the first half-dozen pages in front of Vittoria",360,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
144,Rome,GPE," Show yourself, damn it! Show yourself!53
S omewhere beneath Rome the dark figure prowled down a stone ramp into the underground tunnel",361,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
534,Vittoria,GPE,"When Langdon finished his final page, he cursed under his breath and looked over at Vittoria",362,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
324,Italy,GPE,".”
“Nobody spoke English in Italy, not even-”
“But this was in the 1600s,” Langdon argued",363,58,41.87194,12.56738,2.9158784,50.5461539,"Don, Lille, Nord, Hauts-de-France, France métropolitaine, 59272, France",,,,
383,Vatican,FAC," 
nd humm 
“In the 1600s,” he said, talking faster
now, “Englishwas one language the Vatican had not yet embraced",364,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
384,Vatican,FAC,"They dealt in Italian, Latin, German, even Spanish and French, but English was totally foreign inside the Vatican",365,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
827,Earth,LOC,".” Langdon flashed suddenly on the Illuminati brands of Earth, Air, Fire, Water",366,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
385,Vatican,FAC," 
“So you’re saying maybe Galileo considered English la lingua purabecause it was the one language the Vatican did not control?”
“Yes",367,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
386,Vatican,FAC,"Or maybe by putting the clue in English, Galileo was subtly restricting the readership away from the Vatican",368,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
145,Rome,GPE,"Not only had Milton made a well-documented 1638
pilgrimage to Rome to “commune with enlightened men,” but he had held meetings with Galileo during the scientist’s house arrest, meetings portrayed a in m ny Renaissance
paintings, including Annibale Gatti’s famous Gal which hung even nowileo and Milton,
in the IMSS Museum in Florence",369,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
873,m ny Renaissance,FAC,"Not only had Milton made a well-documented 1638
pilgrimage to Rome to “commune with enlightened men,” but he had held meetings with Galileo during the scientist’s house arrest, meetings portrayed a in m ny Renaissance
paintings, including Annibale Gatti’s famous Gal which hung even nowileo and Milton,
in the IMSS Museum in Florence",370,370,41.249344,-74.226904,-84.31128472,33.9933639,"River Eves Courtyard, Sentinel on the River, Roswell, Fulton, Georgia, United States",,,,
521,Florence,GPE,"Not only had Milton made a well-documented 1638
pilgrimage to Rome to “commune with enlightened men,” but he had held meetings with Galileo during the scientist’s house arrest, meetings portrayed a in m ny Renaissance
paintings, including Annibale Gatti’s famous Gal which hung even nowileo and Milton,
in the IMSS Museum in Florence",371,87,43.7695604,11.2558136,8.6820917,50.1106444,"Frankfurt am Main, Hessen, Deutschland",,,,
535,Vittoria,GPE," 55
L angdon and Vittoria exploded onto the courtyard outside the Secret Archives",372,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
387,Vatican,FAC,far from the eyes of the Vatican ,373,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
536,Vittoria,GPE,"As they left the courtyard, Vittoria held out the folio for Langdon",374,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
874,New England,LOC,"He could still hear his father speaking the old New England aphorism: If it wasn’t painfully difficult, you did it wrong ",375,375,43.9653889,-70.8226541,-81.1308434,8.559559,Panamá,,,,
146,Rome,GPE," 
p, a clue unveiling the four a 
the four markers that
blazed a secret path across Rome",376,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
537,Vittoria,GPE,The verse flowed from Vittoria’s lips like a song,377,94,42.7623971,-80.3230194,58.129643,60.7372706,"Пырам, Чердынский городской округ, Пермский край, Приволжский федеральный округ, Россия",,,,
147,Rome,GPE,"From there, across Rome, the markers blazed the trail",378,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
828,Earth,LOC,"Earth, Air, Fire, Water ",379,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
148,Rome,GPE,"Even in the 1600s, the Pantheon, with its tremendous, holed dome, was one of the best known sites in Rome",380,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
149,Rome,GPE," 
“Oldest Catholic church in Rome",381,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
150,Rome,GPE,“But do you really think the first cardinal could be killed at the Pantheon? That’s got to be one of the busiest tourist spots in Rome,382,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
53,Vatican City,GPE,".”
“As impossible as kidnapping four cardinals from Vatican City? The poem is precise",383,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
876,the Courtyard of the Sentinel,FAC,"Does that mean anything to you?”
Langdon hastened diagonally across the Courtyard of the Sentinel",384,384,45.5205653,-122.6823084,,,,,,,
151,Rome,GPE,"“Earthly? Actually, there’s probably no more earthly place in Rome than the Pantheon",385,11,41.9027835,12.4963655,-76.89641403,42.62798415,"Seneca Lake, Watkins Glen, Torrey, Schuyler County, New York, United States",,,,
829,Earth,LOC,".”
As a student of architecture, Langdon had been amazed to learn that the dimensions of the Pantheon’s main chamber were a tribute to Gaea-the goddess of the Earth",386,304,37.2321077,-95.7243335,-1.2649062,52.5310214,"England, United Kingdom",,,,
54,Vatican City,GPE,“I have just removed a dozen of my best men from Vatican City on the eve of conclave,387,10,41.902916,12.453389,0.099991805,52.21370905,"Churchill College (University of Cambridge), Madingley Road, Eddington, Cambridge, Cambridgeshire, East of England, England, CB3 0DS, United Kingdom",,,,
877,La,GPE,"It was a long shot that the Path of Illumination would be intact after all of these years, with but part of La 
all of its statues in place,
ngdon had fantasized about following the path all
the way to the end and coming face to face with the sacred Illuminati lair",388,388,34.0522342,-118.2436849,-0.1276474,51.5073219,"London, Greater London, England, United Kingdom",,,,
388,Vatican,FAC,“The Vatican had all the statues in the Pantheon removed and destroyed in the late 1800s,389,67,41.902916,12.453389,-9.677220326,52.07789985,"Ards, Churchtown, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland",,,,
878,Piazza della Rotunda,FAC,"Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",390,390,41.8992619,12.4768866,12.4829321,41.8933203,"Roma, Roma Capitale, Lazio, Italia",,,,
880,Sant’Eustachio,FAC,"Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",391,391,41.8997351,12.4746038,-90.7263194,35.0153956,"St. Francis County, Arkansas, United States",,,,
881,the Alpha Romeo,FAC," 
Langdon felt himself sweating now in his Harris tweed in the backseat of the Alpha Romeo, which was idling in Piazza de lathe 
Concorde, three blocks from Pantheon",392,392,37.6785314,-97.2491109,12.4528349,41.9034912,Civitas Vaticana,,,,
